CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
14101,MR.,FRANKLIN,LAL,09-11-1942,M,M,franklin26@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y
14102,MRS.,LISA,HUANG,2/27/1942,S,F,lisa9@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y
14103,MRS.,MONIQUE,BLANCO,10-06-1943,S,F,monique12@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y
14105,MR.,JACKSON,ZHANG,12-04-1976,S,M,jackson25@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N
14106,MS.,MELISSA,HUGHES,1/13/1976,S,F,melissa6@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N
14107,MS.,ALEXANDRA,GARCIA,7/24/1975,S,F,alexandra80@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
14108,MR.,THOMAS,YANG,04-07-1975,S,M,thomas30@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
14109,MR.,AIDAN,GONZALES,8/23/1974,M,M,aidan18@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,N
14110,MR.,DAKOTA,SIMMONS,06-11-1973,S,M,dakota12@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
14111,MR.,MICHAEL,ANDERSON,11/22/1972,S,M,michael42@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
14112,MR.,CHARLES,SANCHEZ,11-06-1972,S,M,charles65@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
14113,MS.,NATALIE,LOPEZ,4/22/1972,S,F,natalie64@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
14114,MS.,CHLOE,MARTIN,01-07-1972,M,F,chloe25@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
14115,MS.,SAMANTHA,GONZALES,06-04-1972,S,F,samantha39@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
14116,MS.,BRIANNA,TORRES,2/18/1968,S,F,brianna40@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
14117,MS.,EMMA,COOK,10/23/1968,S,F,emma29@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
14118,MRS.,ELIZABETH,ROSS,7/14/1967,S,F,elizabeth33@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y
14119,MS.,PAIGE,COOPER,06-11-1967,S,F,paige32@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y
14120,MS.,GABRIELLE,COOPER,6/17/1967,M,F,gabrielle9@adventure-works.com,"$120,000 ",0,Bachelors,Management,Y
14121,MR.,DEVON,GOEL,7/13/1967,S,M,devon16@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N
14122,MRS.,KAITLYN,MILLER,2/13/1942,M,F,kaitlyn28@adventure-works.com,"$80,000 ",5,Bachelors,Management,Y
14123,MR.,ERICK,MEHTA,12-11-1979,M,M,erick13@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y
14124,MR.,JUSTIN,LI,09-11-1980,M,M,justin23@adventure-works.com,"$10,000 ",0,Partial College,Manual,N
14125,MR.,SHANE,GONZALEZ,5/19/1978,S,M,shane21@adventure-works.com,"$10,000 ",0,Partial College,Manual,Y
14126,MR.,ANDY,DOMINGUEZ,10/13/1978,M,M,andy17@adventure-works.com,"$10,000 ",0,Partial College,Manual,N
14127,MS.,LACEY,ZHANG,02-08-1976,M,F,lacey12@adventure-works.com,"$10,000 ",0,High School,Manual,Y
14128,MR.,IAN,HARRIS,1/20/1979,S,M,ian13@adventure-works.com,"$10,000 ",1,High School,Manual,N
14129,MS.,MONICA,MARTINEZ,10/18/1979,M,F,monica17@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y
14130,MS.,REBEKAH,SERRANO,3/14/1979,M,F,rebekah36@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,N
14132,MR.,BRANDON,ROSS,1/20/1977,S,M,brandon1@adventure-works.com,"$10,000 ",1,High School,Manual,N
14133,MR.,RICARDO,KUMAR,11/16/1977,S,M,ricardo7@adventure-works.com,"$20,000 ",0,Bachelors,Clerical,Y
14134,MS.,CASSANDRA,FERNANDEZ,6/13/1977,S,F,cassandra17@adventure-works.com,"$20,000 ",0,Partial College,Manual,N
14135,MR.,CLAYTON,XIE,08-10-1943,M,M,clayton23@adventure-works.com,"$20,000 ",1,Partial College,Manual,Y
14136,MR.,LOUIS,SHE,04-05-1943,M,M,louis17@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y
14137,MRS.,JOY,RUIZ,10-06-1943,M,F,joy3@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y
14138,MR.,VINCENT,HE,10/16/1943,S,M,vincent18@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y
14139,MRS.,MEREDITH,SAI,3/25/1961,M,F,meredith4@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y
14140,MRS.,MEAGAN,SAI,07-08-1961,M,F,meagan6@adventure-works.com,"$30,000 ",4,Graduate Degree,Clerical,Y
14141,MRS.,ANA,BRYANT,06-11-1960,S,F,ana16@adventure-works.com,"$10,000 ",1,High School,Manual,N
14142,MR.,DAMIEN,ZHENG,9/13/1960,M,M,damien15@adventure-works.com,"$10,000 ",1,High School,Manual,Y
14143,MRS.,JILL,SANDOVAL,3/13/1960,S,F,jill28@adventure-works.com,"$20,000 ",1,Partial College,Manual,N
14144,MR.,LEE,GUTIERREZ,10-11-1959,M,M,lee9@adventure-works.com,"$10,000 ",1,High School,Manual,Y
14145,MR.,JESSIE,YE,2/15/1959,S,M,jessie14@adventure-works.com,"$10,000 ",1,High School,Manual,N
14146,MRS.,TONI,SARA,7/22/1959,M,F,toni10@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y
14147,MR.,MARCUS,RIVERA,3/17/1958,M,M,marcus83@adventure-works.com,"$30,000 ",1,Graduate Degree,Clerical,Y
14148,MR.,SHAUN,SHARMA,03-12-1958,M,M,shaun10@adventure-works.com,"$30,000 ",1,Graduate Degree,Clerical,Y
14149,MR.,DONALD,SRINI,10/27/1960,M,M,donald10@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y
14150,MR.,BILLY,MUNOZ,2/21/1959,M,M,billy9@adventure-works.com,"$30,000 ",3,Bachelors,Clerical,Y
14151,MRS.,MARIE,MARTIN,10/26/1970,S,F,marie24@adventure-works.com,"$10,000 ",2,High School,Manual,Y
14152,MR.,LUKE,TURNER,03-10-1970,S,M,luke36@adventure-works.com,"$20,000 ",0,Partial College,Manual,N
14153,MR.,DYLAN,LEWIS,11/14/1970,S,M,dylan51@adventure-works.com,"$20,000 ",0,Partial College,Manual,N
14154,MR.,WILLIE,GAO,10-09-1970,M,M,willie13@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
14155,MS.,OLIVIA,MORRIS,09-10-1970,M,F,olivia26@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
14156,MR.,PRESTON,GONZALEZ,5/18/1969,S,M,preston16@adventure-works.com,"$20,000 ",0,Partial College,Manual,N
14157,MR.,WILLIE,XU,4/14/1969,S,M,willie10@adventure-works.com,"$30,000 ",0,Bachelors,Clerical,Y
14158,MR.,CRAIG,MORENO,02-04-1969,S,M,craig7@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
14159,MR.,JAY,MALHOTRA,11-12-1969,S,M,jay11@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
14160,MS.,BRITTNEY,HU,07-05-1969,M,F,brittney19@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
14161,MS.,CLAUDIA,LI,02-02-1969,S,F,claudia2@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
14162,MR.,BRETT,GARCIA,11/18/1969,M,M,brett14@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
14163,MS.,EBONY,GARCIA,10/23/1969,M,F,ebony15@adventure-works.com,"$40,000 ",0,Graduate Degree,Clerical,Y
14165,MS.,NATALIE,GRAY,4/28/1969,S,F,natalie18@adventure-works.com,"$50,000 ",0,Graduate Degree,Skilled Manual,Y
14166,MRS.,ELIZABETH,JENKINS,10-11-1922,M,F,elizabeth36@adventure-works.com,"$10,000 ",3,Bachelors,Clerical,N
14167,MRS.,PAMELA,SUBRAM,04-02-1951,S,F,pamela16@adventure-works.com,"$10,000 ",3,Partial College,Manual,Y
14168,MR.,EDWIN,GUO,9/25/1951,M,M,edwin18@adventure-works.com,"$20,000 ",2,Partial College,Manual,Y
14169,MRS.,CARMEN,MARTINEZ,4/16/1968,S,F,carmen2@adventure-works.com,"$10,000 ",3,High School,Manual,Y
14170,MRS.,REBEKAH,MORENO,11-02-1968,S,F,rebekah26@adventure-works.com,"$10,000 ",3,High School,Manual,Y
14171,MRS.,MICHELE,LAL,09-05-1944,S,F,michele9@adventure-works.com,"$90,000 ",5,Partial College,Professional,N
14172,MRS.,CARLA,GARCIA,4/21/1944,S,F,carla17@adventure-works.com,"$130,000 ",3,Bachelors,Management,N
14173,MRS.,TONYA,SHAN,4/21/1945,M,F,tonya10@adventure-works.com,"$70,000 ",5,High School,Professional,Y
14174,MR.,ALBERTO,DIAZ,09-08-1945,M,M,alberto4@adventure-works.com,"$70,000 ",5,High School,Professional,Y
14175,MRS.,CYNTHIA,MEHTA,5/20/1945,M,F,cynthia19@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y
14176,,MINDY,RAI,03-08-1946,M,NA,mindy22@adventure-works.com,"$80,000 ",5,Partial College,Professional,N
14177,MR.,KENNETH,NARA,5/22/1946,M,M,kenneth13@adventure-works.com,"$80,000 ",5,Partial College,Professional,N
14178,MRS.,KATIE,RAJE,9/15/1946,S,F,katie16@adventure-works.com,"$90,000 ",5,Partial College,Professional,N
14179,MRS.,CLAUDIA,XU,4/26/1946,S,F,claudia11@adventure-works.com,"$100,000 ",2,Bachelors,Management,Y
14180,MR.,HENRY,PATEL,05-05-1946,M,M,henry5@adventure-works.com,"$100,000 ",2,Bachelors,Management,Y
14181,MRS.,ADRIANA,CHANDRA,12-02-1946,M,F,adriana2@adventure-works.com,"$100,000 ",3,Bachelors,Management,Y
14182,MR.,STEVE,LIN,9/20/1954,M,M,steve11@adventure-works.com,"$110,000 ",3,Partial College,Professional,Y
14184,MR.,CALEB,JENKINS,10/27/1953,M,M,caleb3@adventure-works.com,"$170,000 ",0,Bachelors,Management,Y
14185,MR.,FRANK,VAZQUEZ,11/19/1952,S,M,frank22@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y
14186,MRS.,KATRINA,TANG,6/26/1952,M,F,katrina3@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y
14187,MR.,EUGENE,LU,9/24/1952,M,M,eugene15@adventure-works.com,"$100,000 ",3,Partial College,Professional,Y
14188,MRS.,MEAGAN,SANCHEZ,11-07-1951,M,F,meagan18@adventure-works.com,"$80,000 ",4,High School,Professional,Y
14189,MRS.,KRISTA,MARTIN,09-01-1951,M,F,krista0@adventure-works.com,"$90,000 ",4,High School,Professional,N
14190,MRS.,CANDACE,PATEL,5/23/1951,M,F,candace2@adventure-works.com,"$90,000 ",4,High School,Professional,Y
14191,MR.,DERRICK,MARTIN,1/15/1951,M,M,derrick0@adventure-works.com,"$160,000 ",4,Partial College,Professional,N
14192,MR.,RONALD,KAPOOR,8/23/1950,M,M,ronald3@adventure-works.com,"$90,000 ",4,High School,Management,Y
14194,MRS.,CASSIE,RAI,1/26/1950,M,F,cassie16@adventure-works.com,"$120,000 ",4,Partial College,Management,N
14198,MRS.,DAISY,ROMERO,11-12-1949,M,F,daisy5@adventure-works.com,"$110,000 ",4,High School,Management,Y
14199,MR.,SAMUEL,ANDERSON,07-02-1949,M,M,samuel66@adventure-works.com,"$130,000 ",4,High School,Management,Y
14200,MRS.,COLLEEN,GOEL,10-07-1948,M,F,colleen42@adventure-works.com,"$70,000 ",5,Partial High School,Skilled Manual,Y
14201,MRS.,MARIE,SERRANO,04-10-1948,M,F,marie40@adventure-works.com,"$80,000 ",5,High School,Management,Y
14202,MR.,CLAYTON,ZENG,7/19/1948,S,M,clayton19@adventure-works.com,"$90,000 ",4,Partial High School,Skilled Manual,Y
14203,MR.,SETH,RODRIGUEZ,5/14/1947,S,M,seth19@adventure-works.com,"$80,000 ",5,High School,Management,Y
14204,MRS.,CHELSEA,SARA,08-09-1947,M,F,chelsea11@adventure-works.com,"$80,000 ",5,Partial High School,Skilled Manual,N
14205,MR.,WESLEY,WU,4/23/1947,S,M,wesley7@adventure-works.com,"$90,000 ",5,Partial High School,Skilled Manual,Y
14206,MR.,EDWIN,WEST,07-06-1947,M,M,edwin1@adventure-works.com,"$100,000 ",4,Partial High School,Professional,N
14207,MR.,JOSÉ,SARAIVA,9/21/1947,M,M,josé5@adventure-works.com,"$110,000 ",4,Partial High School,Professional,Y
14208,MR.,EUGENE,XU,8/22/1947,S,M,eugene16@adventure-works.com,"$120,000 ",5,High School,Management,Y
14209,MR.,CRAIG,RAMOS,04-09-1975,M,M,craig16@adventure-works.com,"$60,000 ",0,Bachelors,Professional,Y
14210,MS.,JENNY,TANG,10/27/1976,M,F,jenny27@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
14211,MS.,EMMA,BRADLEY,3/15/1975,S,F,emma31@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
14212,MR.,ERICK,MADAN,05-03-1975,S,M,erick7@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N
14213,MS.,AUTUMN,GUO,11-11-1975,M,F,autumn17@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
14214,MS.,ROBYN,MUNOZ,6/26/1975,S,F,robyn5@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y
14215,MS.,STACEY,YANG,06-05-1975,S,F,stacey5@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
14216,MR.,EDWIN,ZHENG,11-06-1974,S,M,edwin20@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
14217,MR.,TERRANCE,LOPEZ,4/25/1974,S,M,terrance14@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N
14218,MR.,KARL,KUMAR,02-08-1974,S,M,karl8@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
14219,MS.,CHRISTY,YE,11-01-1974,S,F,christy9@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
14220,MS.,LATASHA,ROMERO,7/20/1974,M,F,latasha9@adventure-works.com,"$100,000 ",0,High School,Management,Y
14221,MR.,GLENN,ZHAO,04-05-1972,S,M,glenn11@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N
14222,MS.,DAWN,ZHANG,7/27/1972,S,F,dawn1@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
14223,MR.,LARRY,RUBIO,5/28/1972,M,M,larry23@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N
14224,MS.,TAMARA,SHE,9/21/1973,S,F,tamara12@adventure-works.com,"$110,000 ",0,Partial College,Management,Y
14225,MS.,ALISHA,CHEN,5/27/1972,M,F,alisha2@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
14226,MS.,HEIDI,MEHTA,7/26/1972,S,F,heidi16@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
14227,MS.,ALISON,XU,10/21/1972,M,F,alison4@adventure-works.com,"$100,000 ",0,High School,Management,Y
14228,MR.,ARTURO,RAJE,8/21/1971,S,M,arturo39@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
14229,MR.,ALLEN,PEREZ,07-06-1971,S,M,allen19@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y
14230,MR.,LUIS,COLEMAN,07-11-1971,S,M,luis4@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
14231,MS.,KARI,SAI,08-05-1972,M,F,kari7@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
14232,MR.,OMAR,HUANG,3/18/1971,M,M,omar6@adventure-works.com,"$100,000 ",0,High School,Management,Y
14233,MR.,RICARDO,SHE,6/27/1971,S,M,ricardo0@adventure-works.com,"$100,000 ",0,High School,Management,Y
14234,MS.,GINA,ROMERO,6/17/1970,S,F,gina9@adventure-works.com,"$100,000 ",0,High School,Management,Y
14235,MR.,LARRY,ALVAREZ,5/21/1970,M,M,larry6@adventure-works.com,"$100,000 ",0,Partial High School,Professional,N
14236,MS.,ABIGAIL,RICHARDSON,11/26/1970,M,F,abigail14@adventure-works.com,"$110,000 ",0,High School,Management,Y
14237,MS.,KATE,ANDERSEN,04-11-1970,M,F,kate10@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
14238,MR.,JAY,GONZALEZ,06-04-1970,M,M,jay25@adventure-works.com,"$120,000 ",0,Partial High School,Professional,Y
14239,MRS.,MARIA,PETERSON,6/19/1941,M,F,maria17@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
14240,MRS.,CAROLINE,FOSTER,6/18/1941,M,F,caroline17@adventure-works.com,"$80,000 ",4,Bachelors,Management,N
14241,MRS.,GRACE,WOOD,10/27/1941,M,F,grace49@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y
14242,MR.,RAFAEL,YE,06-02-1942,M,M,rafael10@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y
14243,MRS.,GREGORY,WINSTON,04-04-1942,S,F,gregory27@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
14244,MRS.,JENNIFER,GRIFFIN,03-11-1942,M,F,jennifer94@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
14245,MRS.,ANA,RUSSELL,11-02-1942,M,F,ana18@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
14246,MR.,DEVIN,GARCIA,03-07-1942,S,M,devin15@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
14247,MR.,HUNTER,ALLEN,2/27/1942,M,M,hunter57@adventure-works.com,"$90,000 ",5,Bachelors,Management,Y
14248,MRS.,MISTY,TANG,03-02-1942,M,F,misty5@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y
14249,MR.,EDUARDO,THOMAS,01-09-1942,M,M,eduardo9@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y
14250,MR.,ADAM,COLLINS,08-03-1942,S,M,adam32@adventure-works.com,"$130,000 ",2,Bachelors,Management,N
14251,MR.,ALEX,BROOKS,8/22/1942,M,M,alex4@adventure-works.com,"$170,000 ",2,Graduate Degree,Management,Y
14252,MRS.,DESTINY,COOK,06-04-1943,M,F,destiny28@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y
14253,MR.,EDUARDO,SCOTT,10/20/1943,S,M,eduardo29@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y
14254,MRS.,TABITHA,GILL,09-01-1943,M,F,tabitha34@adventure-works.com,"$110,000 ",2,Bachelors,Management,N
14255,MR.,JONATHAN,JACKSON,2/26/1943,S,M,jonathan65@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y
14256,MRS.,ELIZABETH,ROBINSON,5/17/1943,S,F,elizabeth22@adventure-works.com,"$170,000 ",2,Graduate Degree,Management,N
14257,MR.,JAMES,CARTER,02-01-1943,M,M,james60@adventure-works.com,"$170,000 ",2,Graduate Degree,Management,Y
14258,MRS.,HALEY,FOSTER,7/18/1944,S,F,haley35@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y
14259,MR.,ANTONIO,FLORES,03-03-1953,S,M,antonio12@adventure-works.com,"$40,000 ",3,Partial College,Skilled Manual,Y
14260,MR.,FRANK,RUIZ,12-10-1953,S,M,frank32@adventure-works.com,"$40,000 ",3,Partial College,Skilled Manual,Y
14262,MR.,JON,HE,11-11-1953,M,M,jon39@adventure-works.com,"$70,000 ",2,Graduate Degree,Management,Y
14263,MRS.,NINA,LAL,2/24/1954,S,F,nina9@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,Y
14264,MR.,KARL,LAL,02-08-1954,S,M,karl9@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,N
14265,MR.,GARRETT,BELL,3/17/1975,S,M,garrett18@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y
14266,MR.,CORY,PATEL,5/27/1975,M,M,cory1@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y
14267,MS.,LAUREN,WOOD,9/13/1975,S,F,lauren49@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,N
14268,MS.,ISABELLA,ROBERTS,2/17/1975,S,F,isabella43@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y
14269,MR.,TONY,SHE,11/19/1975,M,M,tony3@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y
14270,MR.,JAMES,ROSS,1/25/1975,S,M,james19@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
14271,MR.,LUCAS,WRIGHT,03-03-1974,M,M,lucas43@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,Y
14272,MS.,SYDNEY,WARD,03-03-1974,S,F,sydney13@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N
14273,MR.,ANGEL,PARKER,05-05-1973,S,M,angel21@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N
14274,MR.,EDWARD,WILLIAMS,07-09-1976,M,M,edward24@adventure-works.com,"$60,000 ",0,Partial College,Professional,Y
14275,MR.,ARTHUR,PRASAD,02-02-1955,S,M,arthur11@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y
14276,MRS.,MELODY,SUAREZ,07-10-1955,S,F,melody19@adventure-works.com,"$80,000 ",2,High School,Skilled Manual,Y
14277,MR.,JERRY,SHE,4/27/1956,S,M,jerry0@adventure-works.com,"$70,000 ",2,High School,Skilled Manual,N
14278,MS.,OLIVIA,SANCHEZ,7/21/1958,M,F,olivia25@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y
14279,MS.,TAYLOR,BARNES,08-04-1958,M,F,taylor28@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,Y
14281,MR.,DANIEL,WILSON,07-06-1973,S,M,daniel25@adventure-works.com,"$80,000 ",0,Bachelors,Management,N
14282,MS.,BRIANNA,LEWIS,3/23/1974,S,F,brianna20@adventure-works.com,"$30,000 ",0,High School,Professional,Y
14283,MR.,SETH,SIMMONS,10-08-1974,S,M,seth63@adventure-works.com,"$60,000 ",0,Partial College,Professional,N
14284,MR.,WYATT,ANDERSON,6/17/1974,S,M,wyatt10@adventure-works.com,"$60,000 ",0,Partial College,Professional,N
14285,MS.,TAYLOR,HUGHES,12-04-1974,S,F,taylor36@adventure-works.com,"$60,000 ",0,Partial College,Professional,N
14286,MRS.,KRISTINE,HERNANDEZ,04-12-1959,M,F,kristine5@adventure-works.com,"$120,000 ",1,Bachelors,Management,Y
14287,MR.,DEREK,XIE,8/27/1959,S,M,derek3@adventure-works.com,"$150,000 ",0,Graduate Degree,Management,Y
14288,MS.,CHRISTINA,RAMIREZ,03-09-1966,S,F,christina5@adventure-works.com,"$130,000 ",0,Graduate Degree,Management,N
14289,MS.,JESSICA,MARTINEZ,8/22/1966,S,F,jessica65@adventure-works.com,"$150,000 ",0,Bachelors,Management,N
14290,MR.,JONATHAN,WILSON,03-10-1957,S,M,jonathan57@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,Y
14291,MR.,TYLER,WHITE,8/20/1957,S,M,tyler1@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,N
14292,MRS.,ISABELLA,ROSS,9/28/1957,S,F,isabella15@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,Y
14293,MR.,KYLE,CAMPBELL,2/15/1957,M,M,kyle37@adventure-works.com,"$60,000 ",2,High School,Professional,N
14294,MR.,STEVEN,GRAY,11/22/1957,M,M,steven16@adventure-works.com,"$60,000 ",2,High School,Professional,N
14295,MRS.,HANNAH,THOMAS,7/14/1957,S,F,hannah10@adventure-works.com,"$60,000 ",2,High School,Professional,Y
14296,MR.,BENJAMIN,RUSSELL,5/17/1957,M,M,benjamin21@adventure-works.com,"$60,000 ",2,High School,Professional,N
14297,MRS.,KRISTIN,RAJI,01-12-1957,M,F,kristin18@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y
14298,MRS.,KAITLYN,JENKINS,7/14/1957,M,F,kaitlyn74@adventure-works.com,"$70,000 ",3,Partial College,Professional,Y
14299,MR.,JERMAINE,CHANDRA,06-11-1967,M,M,jermaine1@adventure-works.com,"$90,000 ",2,Bachelors,Professional,N
14300,MR.,COLIN,HE,02-01-1967,S,M,colin19@adventure-works.com,"$90,000 ",4,Bachelors,Professional,Y
14301,MR.,RUBEN,VAZQUEZ,3/17/1962,M,M,ruben38@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
14302,MRS.,APRIL,BECK,7/15/1962,S,F,april16@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
14303,MRS.,BRIANA,RAMOS,6/20/1962,M,F,briana14@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
14304,MRS.,JACQUELYN,JIMENEZ,2/15/1962,M,F,jacquelyn5@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
14305,MR.,BRENDAN,SHEN,07-11-1962,M,M,brendan2@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
14306,MR.,BYRON,RAMOS,05-08-1961,M,M,byron11@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
14307,MR.,ROSS,PEREZ,06-05-1961,M,M,ross20@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
14308,MS.,MARIE,RAMOS,8/27/1966,S,F,marie41@adventure-works.com,"$100,000 ",0,Bachelors,Professional,N
14309,MR.,ORLANDO,SANZ,05-09-1966,S,M,orlando20@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N
14310,MR.,JON,ZENG,7/22/1966,S,M,jon42@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N
14311,MR.,ERIK,ALVAREZ,4/14/1966,S,M,erik6@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N
14312,MRS.,CLAUDIA,LIN,10/26/1960,M,F,claudia6@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
14313,MR.,CHRISTIAN,SMITH,10/14/1960,M,M,christian30@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
14314,MRS.,KATHERINE,COOPER,1/16/1965,M,F,katherine12@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y
14315,MR.,CARL,CHANDER,07-04-1964,S,M,carl15@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
14316,MR.,LEONARD,ANAND,01-07-1962,M,M,leonard24@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
14317,MR.,STEVE,LIANG,8/22/1962,S,M,steve19@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
14318,MR.,SETH,ROGERS,10/18/1962,M,M,seth90@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
14319,MRS.,RENEE,SANZ,12/25/1962,M,F,renee18@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
14320,MRS.,AMY,HU,02-04-1961,M,F,amy27@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
14321,MR.,JACKSON,EVANS,10/26/1958,M,M,jackson30@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y
14322,MRS.,SYDNEY,THOMAS,07-10-1958,S,F,sydney74@adventure-works.com,"$90,000 ",2,Bachelors,Management,Y
14323,MR.,COLIN,TANG,9/20/1957,S,M,colin27@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,N
